Alpha,Trial,Steps,Pings
0.05,42,91,53
0.05,43,80,57
0.05,44,101,80
0.05,45,101,55
0.05,46,23,17
0.05,47,81,38
0.05,48,91,67
0.05,49,68,41
0.05,50,101,61
0.05,51,81,60
0.05,52,87,79
0.05,53,56,39
0.05,54,90,59
0.05,55,101,63
0.05,56,98,50
0.05,57,42,18
0.05,58,94,50
0.05,59,72,60
0.05,60,101,44
0.05,61,74,34
0.05,62,101,76
0.05,63,43,39
0.05,64,76,55
0.05,65,74,42
0.05,66,50,41
0.05,67,91,34
0.05,68,101,49
0.05,69,101,68
0.05,70,65,27
0.05,71,101,59
0.05,72,101,46
0.05,73,53,48
0.05,74,97,82
0.05,75,90,66
0.05,76,101,44
0.05,77,101,39
0.05,78,101,67
0.05,79,87,48
0.05,80,67,27
0.05,81,73,57
0.05,82,47,41
0.05,83,87,65
0.05,84,98,62
0.05,85,94,72
0.05,86,8,7
0.05,87,101,61
0.05,88,100,91
0.05,89,101,77
0.05,90,101,49
0.05,91,101,84
0.05,92,79,49
0.05,93,101,95
0.05,94,80,49
0.05,95,47,28
0.05,96,101,75
0.05,97,101,64
0.05,98,101,74
0.05,99,101,51
0.05,100,101,66
0.1,1,83,34
0.1,2,75,36
0.1,3,69,29
0.1,4,27,15
0.1,5,47,44
0.1,6,97,18
0.1,7,46,31
0.1,8,101,18
0.1,9,31,19
0.1,10,83,41
0.1,11,61,38
0.1,12,52,14
0.1,13,101,20
0.1,14,73,29
0.1,15,101,31
0.1,16,100,30
0.1,17,100,54
0.1,18,101,34
0.1,19,64,28
0.1,20,101,54
0.1,21,75,22
0.1,22,20,16
0.1,23,101,64
0.1,24,28,17
0.1,25,67,53
0.1,26,31,21
0.1,27,30,11
0.1,28,101,8
0.1,29,88,42
0.1,30,82,52
0.1,31,79,29
0.1,32,62,28
0.1,33,48,21
0.1,34,94,27
0.1,35,20,11
0.1,36,101,37
0.1,37,101,56
0.1,38,101,13
0.1,39,101,38
0.1,40,90,42
0.1,41,62,23
0.1,42,41,6
0.1,43,72,32
0.1,44,25,21
0.1,45,101,44
0.1,46,92,51
0.1,47,88,22
0.1,48,91,48
0.1,49,58,20
0.1,50,101,48
0.1,51,62,22
0.1,52,49,34
0.1,53,64,11
0.1,54,30,13
0.1,55,42,13
0.1,56,52,15
0.1,57,74,15
0.1,58,101,31
0.1,59,48,13
0.1,60,62,19
0.1,61,89,47
0.1,62,64,15
0.1,63,68,12
0.1,64,101,12
0.1,65,47,38
0.1,66,101,14
0.1,67,81,27
0.1,68,47,33
0.1,69,50,23
0.1,70,53,16
0.1,71,101,37
0.1,72,91,28
0.1,73,42,11
0.1,74,76,46
0.1,75,101,27
0.1,76,95,45
0.1,77,34,29
0.1,78,91,18
0.1,79,70,22
0.1,80,70,49
0.1,81,51,15
0.1,82,71,39
0.1,83,65,20
0.1,84,43,29
0.1,85,20,10
0.1,86,89,41
0.1,87,39,8
0.1,88,64,14
0.1,89,82,51
0.1,90,48,21
0.1,91,46,35
0.1,92,25,14
0.1,93,96,64
0.1,94,16,5
0.1,95,88,47
0.1,96,68,37
0.1,97,101,34
0.1,98,52,18
0.1,99,33,28
0.1,100,60,16
0.15,1,73,23
0.15,2,71,14
0.15,3,66,10
0.15,4,53,17
0.15,5,66,30
0.15,6,94,16
0.15,7,64,21
0.15,8,81,24
0.15,9,22,18
0.15,10,101,20
0.15,11,84,13
0.15,12,74,17
0.15,13,85,29
0.15,14,86,32
0.15,15,82,25
0.15,16,101,22
0.15,17,25,14
0.15,18,55,12
0.15,19,78,18
0.15,20,19,14
0.15,21,21,17
0.15,22,47,8
0.15,23,44,19
0.15,24,101,28
0.15,25,79,4
0.15,26,27,22
0.15,27,74,24
0.15,28,35,10
0.15,29,36,16
0.15,30,24,14
0.15,31,44,4
0.15,32,94,25
0.15,33,47,11
0.15,34,1,1
0.15,35,61,31
0.15,36,84,40
0.15,37,68,14
0.15,38,52,15
0.15,39,101,9
0.15,40,67,33
0.15,41,55,17
0.15,42,64,20
0.15,43,27,11
0.15,44,73,16
0.15,45,43,19
0.15,46,3,1
0.15,47,97,36
0.15,48,101,19
0.15,49,20,10
0.15,50,48,10
0.15,51,64,22
0.15,52,73,58
0.15,53,59,21
0.15,54,57,9
0.15,55,40,14
0.15,56,70,9
0.15,57,37,14
0.15,58,67,11
0.15,59,51,15
0.15,60,30,14
0.15,61,101,16
0.15,62,101,38
0.15,63,100,24
0.15,64,56,12
0.15,65,82,26
0.15,66,80,17
0.15,67,101,28
0.15,68,45,20
0.15,69,48,8
0.15,70,85,23
0.15,71,67,11
0.15,72,62,20
0.15,73,64,37
0.15,74,47,10
0.15,75,35,11
0.15,76,50,21
0.15,77,101,5
0.15,78,65,16
0.15,79,51,5
0.15,80,101,4
0.15,81,101,23
0.15,82,73,13
0.15,83,101,33
0.15,84,101,12
0.15,85,64,30
0.15,86,101,27
0.15,87,30,9
0.15,88,57,7
0.15,89,84,16
0.15,90,83,26
0.15,91,23,12
0.15,92,101,19
0.15,93,92,24
0.15,94,64,11
0.15,95,44,28
0.15,96,41,8
0.15,97,52,27
0.15,98,97,45
0.15,99,101,6
0.15,100,47,30
0.2,1,28,14
0.2,2,50,9
0.2,3,54,18
0.2,4,96,7
0.2,5,11,4
0.2,6,101,18
0.2,7,70,8
0.2,8,83,15
0.2,9,34,12
0.2,10,44,14
0.2,11,82,20
0.2,12,88,21
0.2,13,73,10
0.2,14,14,9
0.2,15,101,4
0.2,16,78,9
0.2,17,101,0
0.2,18,61,8
0.2,19,27,4
0.2,20,57,18
0.2,21,63,14
0.2,22,69,6
0.2,23,84,11
0.2,24,87,11
0.2,25,24,10
0.2,26,41,7
0.2,27,97,12
0.2,28,79,7
0.2,29,101,7
0.2,30,24,8
0.2,31,66,2
0.2,32,91,12
0.2,33,83,22
0.2,34,60,3
0.2,35,53,18
0.2,36,37,15
0.2,37,63,8
0.2,38,94,19
0.2,39,47,5
0.2,40,101,3
0.2,41,85,17
0.2,42,33,11
0.2,43,101,33
0.2,44,57,22
0.2,45,86,13
0.2,46,85,20
0.2,47,40,20
0.2,48,50,22
0.2,49,43,5
0.2,50,100,7
0.2,51,58,15
0.2,52,80,8
0.2,53,45,3
0.2,54,45,12
0.2,55,26,6
0.2,56,24,14
0.2,57,88,11
0.2,58,49,9
0.2,59,76,9
0.2,60,42,23
0.2,61,18,7
0.2,62,101,10
0.2,63,101,19
0.2,64,33,12
0.2,65,17,8
0.2,66,41,5
0.2,67,85,18
0.2,68,33,9
0.2,69,59,8
0.2,70,101,8
0.2,71,87,15
0.2,72,43,21
0.2,73,71,14
0.2,74,50,8
0.2,75,65,17
0.2,76,77,16
0.2,77,44,5
0.2,78,100,12
0.2,79,84,4
0.2,80,45,11
0.2,81,56,18
0.2,82,101,15
0.2,83,45,9
0.2,84,85,10
0.2,85,33,7
0.2,86,54,22
0.2,87,101,17
0.2,88,54,3
0.2,89,52,9
0.2,90,101,22
0.2,91,25,7
0.2,92,101,18
0.2,93,25,13
0.2,94,101,9
0.2,95,26,7
0.2,96,101,10
0.2,97,31,12
0.2,98,85,14
0.2,99,62,11
0.2,100,78,6
0.25,1,101,11
0.25,2,57,9
0.25,3,89,5
0.25,4,84,12
0.25,5,101,9
0.25,6,89,6
0.25,7,72,7
0.25,8,51,20
0.25,9,101,12
0.25,10,22,10
0.25,11,46,18
0.25,12,91,8
0.25,13,37,11
0.25,14,101,6
0.25,15,101,2
0.25,16,83,7
0.25,17,86,18
0.25,18,89,7
0.25,19,43,12
0.25,20,97,13
0.25,21,47,8
0.25,22,95,9
0.25,23,96,18
0.25,24,101,8
0.25,25,22,4
0.25,26,40,12
0.25,27,22,4
0.25,28,86,22
0.25,29,97,3
0.25,30,96,8
0.25,31,40,11
0.25,32,28,8
0.25,33,68,3
0.25,34,62,6
0.25,35,38,19
0.25,36,49,2
0.25,37,66,6
0.25,38,76,17
0.25,39,54,7
0.25,40,16,4
0.25,41,54,3
0.25,42,62,3
0.25,43,101,1
0.25,44,101,1
0.25,45,41,8
0.25,46,32,2
0.25,47,12,8
0.25,48,64,4
0.25,49,75,6
0.25,50,54,3
0.25,51,89,11
0.25,52,101,7
0.25,53,101,16
0.25,54,59,11
0.25,55,101,1
0.25,56,52,10
0.25,57,35,6
0.25,58,32,13
0.25,59,20,3
0.25,60,59,3
0.25,61,48,24
0.25,62,79,14
0.25,63,5,0
0.25,64,79,10
0.25,65,53,2
0.25,66,101,2
0.25,67,101,2
0.25,68,43,12
0.25,69,56,7
0.25,70,27,12
0.25,71,25,7
0.25,72,77,10
0.25,73,70,8
0.25,74,24,5
0.25,75,48,1
0.25,76,53,10
0.25,77,101,3
0.25,78,56,38
0.25,79,59,10
0.25,80,16,6
0.25,81,44,38
0.25,82,26,12
0.25,83,37,9
0.25,84,59,7
0.25,85,87,2
0.25,86,13,4
0.25,87,101,0
0.25,88,89,8
0.25,89,101,3
0.25,90,59,7
0.25,91,76,5
0.25,92,16,4
0.25,93,70,3
0.25,94,99,6
0.25,95,101,3
0.25,96,101,18
0.25,97,80,13
0.25,98,101,1
0.25,99,49,10
0.25,100,50,2
0.3,1,62,22
0.3,2,78,21
0.3,3,47,3
0.3,4,40,5
0.3,5,101,4
0.3,6,16,6
0.3,7,68,3
0.3,8,25,1
0.3,9,101,2
0.3,10,48,2
0.3,11,75,5
0.3,12,83,16
0.3,13,101,1
0.3,14,46,2
0.3,15,89,5
0.3,16,21,1
0.3,17,101,0
0.3,18,80,5
0.3,19,76,3
0.3,20,101,4
0.3,21,43,16
0.3,22,101,0
0.3,23,101,0
0.3,24,63,10
0.3,25,101,4
0.3,26,86,5
0.3,27,56,11
0.3,28,28,12
0.3,29,35,12
0.3,30,12,2
0.3,31,71,8
0.3,32,36,10
0.3,33,64,2
0.3,34,88,4
0.3,35,67,12
0.3,36,16,8
0.3,37,101,7
0.3,38,17,7
0.3,39,101,7
0.3,40,30,5
0.3,41,73,10
0.3,42,70,8
0.3,43,101,10
0.3,44,101,3
0.3,45,55,8
0.3,46,93,3
0.3,47,101,3
0.3,48,93,7
0.3,49,101,1
0.3,50,28,12
0.3,51,101,1
0.3,52,74,10
0.3,53,98,5
0.3,54,27,5
0.3,55,101,0
0.3,56,101,11
0.3,57,73,8
0.3,58,92,18
0.3,59,101,16
0.3,60,56,7
0.3,61,99,15
0.3,62,51,9
0.3,63,25,3
0.3,64,31,7
0.3,65,37,1
0.3,66,75,17
0.3,67,86,6
0.3,68,47,12
0.3,69,71,10
0.3,70,101,12
0.3,71,59,12
0.3,72,71,5
0.3,73,53,6
0.3,74,3,2
0.3,75,47,4
0.3,76,61,2
0.3,77,30,12
0.3,78,48,8
0.3,79,88,24
0.3,80,17,6
0.3,81,41,3
0.3,82,86,3
0.3,83,13,5
0.3,84,101,3
0.3,85,59,18
0.3,86,101,0
0.3,87,53,4
0.3,88,36,9
0.3,89,40,6
0.3,90,88,1
0.3,91,5,4
0.3,92,101,4
0.3,93,65,10
0.3,94,101,1
0.3,95,101,2
0.3,96,101,3
0.3,97,101,4
0.3,98,55,13
0.3,99,95,9
0.3,100,58,9
0.35,1,101,1
0.35,2,85,5
0.35,3,47,7
0.35,4,58,5
0.35,5,101,0
0.35,6,101,1
0.35,7,77,6
0.35,8,44,11
0.35,9,32,6
0.35,10,101,0
0.35,11,101,3
0.35,12,75,4
0.35,13,32,3
0.35,14,22,5
0.35,15,91,9
0.35,16,38,6
0.35,17,52,12
0.35,18,37,7
0.35,19,6,2
0.35,20,101,0
0.35,21,101,3
0.35,22,78,2
0.35,23,37,7
0.35,24,32,3
0.35,25,44,5
0.35,26,101,0
0.35,27,65,8
0.35,28,88,10
0.35,29,101,0
0.35,30,101,0
0.35,31,89,3
0.35,32,101,1
0.35,33,99,3
0.35,34,101,0
0.35,35,65,14
0.35,36,24,4
0.35,37,55,3
0.35,38,101,2
0.35,39,101,0
0.35,40,80,12
0.35,41,37,7
0.35,42,37,9
0.35,43,96,5
0.35,44,12,3
0.35,45,58,2
0.35,46,71,7
0.35,47,25,3
0.35,48,101,0
0.35,49,89,9
0.35,50,16,5
0.35,51,101,0
0.35,52,101,0
0.35,53,54,2
0.35,54,81,8
0.35,55,29,9
0.35,56,101,0
0.35,57,55,7
0.35,58,101,1
0.35,59,36,5
0.35,60,25,4
0.35,61,98,4
0.35,62,55,5
0.35,63,78,4
0.35,64,82,4
0.35,65,101,2
0.35,66,37,9
0.35,67,101,9
0.35,68,62,3
0.35,69,73,2
0.35,70,100,3
0.35,71,15,10
0.35,72,57,4
0.35,73,92,10
0.35,74,76,9
0.35,75,100,16
0.35,76,45,7
0.35,77,17,3
0.35,78,48,3
0.35,79,16,4
0.35,80,92,4
0.35,81,99,11
0.35,82,71,4
0.35,83,95,4
0.35,84,101,0
0.35,85,101,0
0.35,86,101,0
0.35,87,12,5
0.35,88,101,5
0.35,89,6,0
0.35,90,24,4
0.35,91,46,9
0.35,92,101,5
0.35,93,101,0
0.35,94,101,0
0.35,95,54,5
0.35,96,29,4
0.35,97,52,23
0.35,98,54,7
0.35,99,26,7
0.35,100,101,3
0.4,1,33,11
0.4,2,61,8
0.4,3,101,0
0.4,4,101,2
0.4,5,32,5
0.4,6,95,7
0.4,7,101,0
0.4,8,101,15
0.4,9,101,0
0.4,10,8,5
0.4,11,81,6
0.4,12,101,0
0.4,13,59,1
0.4,14,101,0
0.4,15,19,2
0.4,16,54,11
0.4,17,57,2
0.4,18,59,4
0.4,19,60,1
0.4,20,101,1
0.4,21,88,13
0.4,22,101,2
0.4,23,101,0
0.4,24,101,0
0.4,25,81,1
0.4,26,38,8
0.4,27,101,1
0.4,28,101,5
0.4,29,76,1
0.4,30,27,2
0.4,31,31,4
0.4,32,17,3
0.4,33,61,3
0.4,34,101,5
0.4,35,13,0
0.4,36,12,5
0.4,37,101,3
0.4,38,67,3
0.4,39,101,6
0.4,40,33,5
0.4,41,37,2
0.4,42,2,0
0.4,43,8,1
0.4,44,96,10
0.4,45,101,1
0.4,46,83,6
0.4,47,57,9
0.4,48,101,6
0.4,49,25,4
0.4,50,101,1
0.4,51,24,9
0.4,52,101,1
0.4,53,101,7
0.4,54,101,0
0.4,55,28,2
0.4,56,39,10
0.4,57,97,10
0.4,58,101,0
0.4,59,74,2
0.4,60,101,1
0.4,61,61,10
0.4,62,101,1
0.4,63,101,0
0.4,64,58,6
0.4,65,12,6
0.4,66,101,0
0.4,67,101,6
0.4,68,101,1
0.4,69,6,2
0.4,70,28,8
0.4,71,101,3
0.4,72,84,4
0.4,73,101,2
0.4,74,101,0
0.4,75,101,3
0.4,76,34,14
0.4,77,101,6
0.4,78,101,0
0.4,79,89,10
0.4,80,47,9
0.4,81,84,7
0.4,82,35,1
0.4,83,56,3
0.4,84,101,1
0.4,85,43,4
0.4,86,93,5
0.4,87,42,1
0.4,88,91,9
0.4,89,101,0
0.4,90,74,8
0.4,91,56,2
0.4,92,101,0
0.4,93,101,0
0.4,94,75,1
0.4,95,87,4
0.4,96,23,1
0.4,97,101,0
0.4,98,83,4
0.4,99,101,0
0.4,100,82,2
0.45,1,101,0
0.45,2,18,5
0.45,3,100,2
0.45,4,22,4
0.45,5,69,1
0.45,6,101,10
0.45,7,101,0
0.45,8,101,0
0.45,9,101,0
0.45,10,101,1
0.45,11,63,3
0.45,12,75,14
0.45,13,35,2
0.45,14,57,2
0.45,15,33,4
0.45,16,67,8
0.45,17,79,10
0.45,18,101,0
0.45,19,64,5
0.45,20,11,2
0.45,21,66,7
0.45,22,101,1
0.45,23,73,5
0.45,24,101,2
0.45,25,98,4
0.45,26,33,6
0.45,27,26,1
0.45,28,101,1
0.45,29,20,6
0.45,30,28,4
0.45,31,43,1
0.45,32,101,0
0.45,33,38,2
0.45,34,88,6
0.45,35,66,2
0.45,36,17,1
0.45,37,96,3
0.45,38,36,8
0.45,39,32,6
0.45,40,101,0
0.45,41,101,3
0.45,42,101,1
0.45,43,53,12
0.45,44,50,5
0.45,45,38,6
0.45,46,101,3
0.45,47,10,5
0.45,48,101,0
0.45,49,84,7
0.45,50,53,8
0.45,51,60,1
0.45,52,101,3
0.45,53,45,1
0.45,54,69,1
0.45,55,101,8
0.45,56,14,4
0.45,57,101,0
0.45,58,47,0
0.45,59,101,0
0.45,60,77,4
0.45,61,101,0
0.45,62,66,5
0.45,63,68,6
0.45,64,12,1
0.45,65,75,2
0.45,66,48,4
0.45,67,16,1
0.45,68,23,7
0.45,69,101,0
0.45,70,4,1
0.45,71,101,0
0.45,72,101,0
0.45,73,63,3
0.45,74,19,1
0.45,75,83,6
0.45,76,33,6
0.45,77,66,6
0.45,78,90,7
0.45,79,62,4
0.45,80,101,1
0.45,81,92,3
0.45,82,51,3
0.45,83,67,1
0.45,84,38,1
0.45,85,58,1
0.45,86,35,3
0.45,87,26,3
0.45,88,101,0
0.45,89,19,4
0.45,90,101,1
0.45,91,41,3
0.45,92,26,3
0.45,93,82,1
0.45,94,101,0
0.45,95,101,9
0.45,96,101,1
0.45,97,78,3
0.45,98,78,1
0.45,99,96,2
0.45,100,60,2
0.5,1,101,0
0.5,2,83,1
0.5,3,54,0
0.5,4,101,0
0.5,5,3,1
0.5,6,47,2
0.5,7,50,3
0.5,8,90,4
0.5,9,73,3
0.5,10,96,1
0.5,11,43,3
0.5,12,101,0
0.5,13,54,3
0.5,14,57,6
0.5,15,3,1
0.5,16,48,0
0.5,17,49,10
0.5,18,101,0
0.5,19,101,0
0.5,20,8,1
0.5,21,1,0
0.5,22,49,1
0.5,23,101,0
0.5,24,34,2
0.5,25,54,0
0.5,26,49,2
0.5,27,32,1
0.5,28,63,1
0.5,29,101,0
0.5,30,101,0
0.5,31,48,1
0.5,32,78,3
0.5,33,78,1
0.5,34,101,0
0.5,35,101,0
0.5,36,34,9
0.5,37,101,0
0.5,38,101,0
0.5,39,20,1
0.5,40,101,0
0.5,41,79,3
0.5,42,101,0
0.5,43,59,2
0.5,44,9,1
0.5,45,101,0
0.5,46,101,0
0.5,47,94,1
0.5,48,67,5
0.5,49,101,0
0.5,50,101,0
0.5,51,101,0
0.5,52,61,7
0.5,53,101,0
0.5,54,101,0
0.5,55,60,0
0.5,56,29,1
0.5,57,14,3
0.5,58,76,1
0.5,59,96,7
0.5,60,35,4
0.5,61,101,0
0.5,62,101,2
0.5,63,101,0
0.5,64,31,3
0.5,65,33,9
0.5,66,101,3
0.5,67,101,0
0.5,68,101,0
0.5,69,101,0
0.5,70,101,0
0.5,71,101,0
0.5,72,36,4
0.5,73,79,4
0.5,74,101,0
0.5,75,101,0
0.5,76,48,2
0.5,77,89,1
0.5,78,64,1
0.5,79,20,5
0.5,80,101,4
0.5,81,13,4
0.5,82,101,0
0.5,83,32,3
0.5,84,101,0
0.5,85,101,0
0.5,86,37,7
0.5,87,55,8
0.5,88,56,6
0.5,89,47,2
0.5,90,101,0
0.5,91,39,0
0.5,92,3,2
0.5,93,69,2
0.5,94,65,3
0.5,95,12,3
0.5,96,101,0
0.5,97,101,0
0.5,98,67,9
0.5,99,31,7
0.5,100,101,0
0.55,1,101,0
0.55,2,39,1
0.55,3,101,0
0.55,4,101,0
0.55,5,60,2
0.55,6,101,0
0.55,7,31,3
0.55,8,27,5
0.55,9,101,0
0.55,10,38,1
0.55,11,88,6
0.55,12,84,0
0.55,13,81,1
0.55,14,36,12
0.55,15,101,0
0.55,16,58,3
0.55,17,101,0
0.55,18,11,1
0.55,19,71,3
0.55,20,101,0
0.55,21,19,1
0.55,22,101,0
0.55,23,14,6
0.55,24,84,3
0.55,25,101,0
0.55,26,101,5
0.55,27,101,0
0.55,28,4,0
0.55,29,11,7
0.55,30,74,1
0.55,31,66,2
0.55,32,42,1
0.55,33,56,4
0.55,34,101,0
0.55,35,25,3
0.55,36,101,0
0.55,37,82,3
0.55,38,101,0
0.55,39,39,2
0.55,40,46,2
0.55,41,59,4
0.55,42,53,1
0.55,43,101,0
0.55,44,52,3
0.55,45,86,1
0.55,46,84,3
0.55,47,65,1
0.55,48,40,2
0.55,49,101,0
0.55,50,7,1
0.55,51,59,4
0.55,52,74,4
0.55,53,101,0
0.55,54,40,3
0.55,55,55,1
0.55,56,80,1
0.55,57,61,4
0.55,58,101,6
0.55,59,97,6
0.55,60,30,9
0.55,61,101,0
0.55,62,87,2
0.55,63,101,0
0.55,64,47,2
0.55,65,101,2
0.55,66,101,0
0.55,67,43,0
0.55,68,51,1
0.55,69,101,1
0.55,70,101,0
0.55,71,40,5
0.55,72,47,2
0.55,73,17,1
0.55,74,61,2
0.55,75,99,4
0.55,76,101,0
0.55,77,101,0
0.55,78,101,1
0.55,79,101,1
0.55,80,101,0
0.55,81,43,3
0.55,82,56,1
0.55,83,69,3
0.55,84,101,7
0.55,85,4,2
0.55,86,83,2
0.55,87,101,0
0.55,88,101,0
0.55,89,101,1
0.55,90,101,0
0.55,91,101,0
0.55,92,101,0
0.55,93,98,3
0.55,94,96,2
0.55,95,64,2
0.55,96,60,2
0.55,97,101,0
0.55,98,101,2
0.55,99,98,5
0.55,100,12,4
0.6,1,101,0
0.6,2,80,3
0.6,3,37,2
0.6,4,41,3
0.6,5,63,1
0.6,6,101,0
0.6,7,96,6
0.6,8,101,0
0.6,9,101,0
0.6,10,101,0
0.6,11,101,0
0.6,12,96,5
0.6,13,71,0
0.6,14,101,0
0.6,15,101,0
0.6,16,34,2
0.6,17,101,0
0.6,18,70,1
0.6,19,101,0
0.6,20,14,1
0.6,21,98,1
0.6,22,101,0
0.6,23,101,0
0.6,24,101,0
0.6,25,101,0
0.6,26,23,1
0.6,27,41,0
0.6,28,101,0
0.6,29,101,1
0.6,30,101,0
0.6,31,101,0
0.6,32,96,4
0.6,33,101,0
0.6,34,7,1
0.6,35,33,2
0.6,36,101,0
0.6,37,101,0
0.6,38,101,0
0.6,39,101,0
0.6,40,101,0
0.6,41,101,0
0.6,42,101,0
0.6,43,101,0
0.6,44,49,2
0.6,45,55,4
0.6,46,101,1
0.6,47,34,2
0.6,48,101,0
0.6,49,53,2
0.6,50,39,1
0.6,51,101,0
0.6,52,89,3
0.6,53,101,0
0.6,54,101,0
0.6,55,101,0
0.6,56,67,1
0.6,57,72,2
0.6,58,101,2
0.6,59,76,2
0.6,60,101,0
0.6,61,21,4
0.6,62,97,0
0.6,63,72,2
0.6,64,94,2
0.6,65,101,0
0.6,66,101,0
0.6,67,101,1
0.6,68,20,0
0.6,69,13,5
0.6,70,101,0
0.6,71,26,3
0.6,72,44,6
0.6,73,79,6
0.6,74,101,0
0.6,75,98,3
0.6,76,101,0
0.6,77,74,4
0.6,78,101,0
0.6,79,101,0
0.6,80,58,0
0.6,81,101,0
0.6,82,101,0
0.6,83,101,0
0.6,84,20,3
0.6,85,90,6
0.6,86,8,1
0.6,87,101,0
0.6,88,101,0
0.6,89,43,2
0.6,90,78,2
0.6,91,52,4
0.6,92,47,2
0.6,93,101,0
0.6,94,72,1
0.6,95,101,0
0.6,96,101,0
0.6,97,47,3
0.6,98,64,3
0.6,99,101,0
0.6,100,95,3
0.65,1,101,0
0.65,2,15,1
0.65,3,29,1
0.65,4,1,0
0.65,5,17,0
0.65,6,38,2
0.65,7,47,6
0.65,8,101,0
0.65,9,57,0
0.65,10,5,1
0.65,11,93,2
0.65,12,60,5
0.65,13,101,0
0.65,14,33,5
0.65,15,101,0
0.65,16,101,0
0.65,17,101,1
0.65,18,100,1
0.65,19,2,1
0.65,20,6,2
0.65,21,101,0
0.65,22,29,6
0.65,23,78,2
0.65,24,45,1
0.65,25,17,2
0.65,26,66,3
0.65,27,101,0
0.65,28,101,0
0.65,29,101,0
0.65,30,101,0
0.65,31,101,0
0.65,32,101,0
0.65,33,63,3
0.65,34,99,0
0.65,35,101,0
0.65,36,101,0
0.65,37,101,0
0.65,38,86,1
0.65,39,11,3
0.65,40,41,2
0.65,41,101,0
0.65,42,101,0
0.65,43,101,0
0.65,44,78,1
0.65,45,101,0
0.65,46,51,2
0.65,47,48,1
0.65,48,14,3
0.65,49,101,0
0.65,50,73,4
0.65,51,101,0
0.65,52,32,1
0.65,53,101,0
0.65,54,48,2
0.65,55,101,0
0.65,56,45,3
0.65,57,101,4
0.65,58,101,0
0.65,59,101,0
0.65,60,54,1
0.65,61,6,1
0.65,62,12,0
0.65,63,101,0
0.65,64,42,5
0.65,65,101,0
0.65,66,49,1
0.65,67,101,0
0.65,68,101,0
0.65,69,10,5
0.65,70,101,0
0.65,71,101,1
0.65,72,101,0
0.65,73,97,1
0.65,74,28,1
0.65,75,88,1
0.65,76,101,0
0.65,77,17,2
0.65,78,15,1
0.65,79,69,2
0.65,80,65,6
0.65,81,101,0
0.65,82,101,0
0.65,83,27,2
0.65,84,30,6
0.65,85,101,0
0.65,86,101,0
0.65,87,101,0
0.65,88,18,1
0.65,89,101,0
0.65,90,40,0
0.65,91,101,0
0.65,92,61,1
0.65,93,82,1
0.65,94,101,1
0.65,95,101,0
0.65,96,101,0
